name,id,cmc,type,subtype,text,power,toughness
Curator of Mysteries,419,4,Creature,Sphinx,"Flying Whenever you cycle or discard another card, scry 1. Cycling {U} ({U}, Discard this card: Draw a card.)",4,4
Unexpected Results,420,4,Sorcery,None,"Shuffle your library, then reveal the top card. If it's a nonland card, you may cast it without paying its mana cost. If it's a land card, you may put it onto the battlefield and return Unexpected Results to its owner's hand.",-999,-999
Zodiac Rabbit,421,1,Creature,Rabbit,Forestwalk (This creature can't be blocked as long as defending player controls a Forest.),1,1
Venser's Diffusion,422,3,Instant,None,Return target nonland permanent or suspended card to its owner's hand.,-999,-999
Hulking Cyclops,423,5,Creature,Cyclops,Hulking Cyclops can't block.,5,5
Demonlord of Ashmouth,424,4,Creature,Demon,"Flying When Demonlord of Ashmouth enters the battlefield, exile it unless you sacrifice another creature. Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",5,4
Spidersilk Net,425,0,Artifact,Equipment,Equipped creature gets +0/+2 and has reach. (It can block creatures with flying.) Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.),-999,-999
Foundry of the Consuls,426,0,Land,None,"{T}: Add {C}. {5}, {T}, Sacrifice Foundry of the Consuls: Create two 1/1 colorless Thopter artifact creature tokens with flying.",-999,-999
Prismatic Dragon,427,4,Summon Dragon,None,"Flying During your upkeep, Prismatic Dragon becomes a random color permanently. {2}: Prismatic Dragon becomes a random color permanently.",2,3
Donate,428,3,Sorcery,None,Target player gains control of target permanent you control.,-999,-999
Deglamer,429,2,Instant,None,Choose target artifact or enchantment. Its owner shuffles it into their library.,-999,-999
Gridlock,430,1,Instant,None,Tap X target nonland permanents.,-999,-999
Zanam Djinn,431,6,Creature,Djinn,Flying Zanam Djinn gets -2/-2 as long as blue is the most common color among all permanents or is tied for most common.,5,6
Deadly Visit,432,5,Sorcery,None,"Destroy target creature. Surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",-999,-999
Fungal Infection,433,1,Instant,None,Target creature gets -1/-1 until end of turn. Create a 1/1 green Saproling creature token.,-999,-999
"Huatli, Dinosaur Knight",434,6,LegendaryPlaneswalker,Huatli,+2: Put two +1/+1 counters on up to one target Dinosaur you control. −3: Target Dinosaur you control deals damage equal to its power to target creature you don't control. −7: Dinosaurs you control get +4/+4 until end of turn.,-999,-999
Grixis Grimblade,435,2,Creature,ZombieWarrior,"As long as you control another multicolored permanent, Grixis Grimblade gets +1/+1 and has deathtouch. (Any amount of damage it deals to a creature is enough to destroy that creature.)",2,1
Fleshgrafter,437,3,Creature,HumanWarrior,Discard an artifact card: Fleshgrafter gets +2/+2 until end of turn.,2,2
Bojuka Bog,438,0,Land,None,"Bojuka Bog enters the battlefield tapped. When Bojuka Bog enters the battlefield, exile all cards from target player's graveyard. {T}: Add {B}.",-999,-999
Ranger en-Vec,440,3,Creature,HumanSoldierArcher,First strike {G}: Regenerate Ranger en-Vec.,2,2
Charging Badger,441,1,Creature,Badger,Trample,1,1
Work a Double,442,4,Sorcery,None,Assemble two Contraptions. (Put the top card of your Contraption deck face up onto one of your sprockets. Then repeat this process.),-999,-999
Ogre Shaman,443,5,Creature,OgreShaman,"{2}, Discard a card at random: Ogre Shaman deals 2 damage to any target.",3,3
Muse Drake,444,4,Creature,Drake,"Flying When Muse Drake enters the battlefield, draw a card.",1,3
Vedalken Entrancer,445,4,Creature,VedalkenWizard,"{U}, {T}: Target player mills two cards.",1,4
Lay Waste,446,4,Sorcery,None,"Destroy target land. Cycling {2} ({2}, Discard this card: Draw a card.)",-999,-999
Lotus Bloom,447,0,Artifact,None,"Suspend 3—{0} (Rather than cast this card from your hand, pay {0} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost.) {T}, Sacrifice Lotus Bloom: Add three mana of any one color.",-999,-999
Nightsquad Commando,448,3,Creature,HumanSoldier,"When Nightsquad Commando enters the battlefield, if you attacked this turn, create a 1/1 white Human Soldier creature token.",2,3
Live Fast,449,3,Sorcery,None,"You draw two cards, lose 2 life, and get {E}{E} (two energy counters).",-999,-999
"Seizan, Perverter of Truth",450,5,LegendaryCreature,DemonSpirit,"At the beginning of each player's upkeep, that player loses 2 life and draws two cards.",6,5
Eternal Dragon,451,7,Creature,DragonSpirit,"Flying {3}{W}{W}: Return Eternal Dragon from your graveyard to your hand. Activate this ability only during your upkeep. Plainscycling {2} ({2}, Discard this card: Search your library for a Plains card, reveal it, put it into your hand, then shuffle your library.)",5,5
Spontaneous Flight,452,3,Instant,None,Target creature gets +2/+2 until end of turn. Put a flying counter on it.,-999,-999
Nef-Crop Entangler,453,2,Creature,HumanWarrior,"Trample You may exert Nef-Crop Entangler as it attacks. When you do, it gets +1/+2 until end of turn. (An exerted creature won't untap during your next untap step.)",2,1
Goblin Settler,454,4,Creature,Goblin,"When Goblin Settler enters the battlefield, destroy target land.",1,1
Sea Gate Banneret // Sea Gate Banneret,455,0,Card // Card,None,None,-999,-999
Traitor's Roar,456,5,Sorcery,None,"Tap target untapped creature. It deals damage equal to its power to its controller. Conspire (As you cast this spell, you may tap two untapped creatures you control that share a color with it. When you do, copy it and you may choose a new target for the copy.)",-999,-999
Absorb Vis,457,7,Sorcery,None,"Target player loses 4 life and you gain 4 life. Basic landcycling {1}{B} ({1}{B}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle your library.)",-999,-999
Scapegoat,458,1,Instant,None,"As an additional cost to cast this spell, sacrifice a creature. Return any number of target creatures you control to their owner's hand.",-999,-999
Strongarm Tactics,459,2,Sorcery,None,Each player discards a card. Then each player who didn't discard a creature card this way loses 4 life.,-999,-999
"Westvale Abbey // Ormendahl, Profane Prince",460,0,Land//LegendaryCreature,Demon,None,-999,-999
Chaos Maw,461,7,Creature,Hellion,"When Chaos Maw enters the battlefield, it deals 3 damage to each other creature.",6,6
"Jiang Yanggu, Wildcrafter",462,3,LegendaryPlaneswalker,Yanggu,"Each creature you control with a +1/+1 counter on it has ""{T}: Add one mana of any color."" −1: Put a +1/+1 counter on target creature.",-999,-999
Faerie Guidemother // Gift of the Fae,463,1,Creature,Faerie//Sorcery,None,1,1
Slayer's Plate,464,3,Artifact,Equipment,"Equipped creature gets +4/+2. Whenever equipped creature dies, if it was a Human, create a 1/1 white Spirit creature token with flying. Equip {3}",-999,-999
Ebon Praetor,465,6,Creature,AvatarPraetor,"First strike, trample At the beginning of your upkeep, put a -2/-2 counter on Ebon Praetor. Sacrifice a creature: Remove a -2/-2 counter from Ebon Praetor. If the sacrificed creature was a Thrull, put a +1/+0 counter on Ebon Praetor. Activate this ability only during your upkeep and only once each turn.",5,5
Oracle of Bones,466,4,Creature,MinotaurShaman,"Haste Tribute 2 (As this creature enters the battlefield, an opponent of your choice may put two +1/+1 counters on it.) When Oracle of Bones enters the battlefield, if tribute wasn't paid, you may cast an instant or sorcery spell from your hand without paying its mana cost.",3,1
Bishop of Rebirth,467,5,Creature,VampireCleric,"Vigilance Whenever Bishop of Rebirth attacks, you may return target creature card with converted mana cost 3 or less from your graveyard to the battlefield.",3,4
Akoum Hellhound,468,1,Creature,ElementalDog,"Landfall — Whenever a land enters the battlefield under your control, Akoum Hellhound gets +2/+2 until end of turn.",0,1
Treasure Hunt,469,2,Sorcery,None,"Reveal cards from the top of your library until you reveal a nonland card, then put all cards revealed this way into your hand.",-999,-999
Outbreak,470,4,Sorcery,None,You may discard a Swamp card rather than pay this spell's mana cost. Choose a creature type. All creatures of that type get -1/-1 until end of turn.,-999,-999
Waterspout Djinn,471,4,Creature,Djinn,"Flying At the beginning of your upkeep, sacrifice Waterspout Djinn unless you return an untapped Island you control to its owner's hand.",4,4
Peace and Quiet,472,2,Instant,None,Destroy two target enchantments.,-999,-999
Segmented Krotiq,473,6,Creature,Insect,Megamorph {6}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its megamorph cost and put a +1/+1 counter on it.),6,5
Dazzling Ramparts,474,5,Creature,Wall,"Defender {1}{W}, {T}: Tap target creature.",0,7
Devastation,475,7,Sorcery,None,Destroy all creatures and lands.,-999,-999
Goblin Spelunkers,476,3,Creature,GoblinWarrior,Mountainwalk (This creature can't be blocked as long as defending player controls a Mountain.),2,2
Death Ward,478,1,Instant,None,Regenerate target creature.,-999,-999
Soultether Golem,479,2,ArtifactCreature,Golem,"Vanishing 1 (This creature enters the battlefield with a time counter on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.) Whenever another creature enters the battlefield under your control, put a time counter on Soultether Golem.",3,3
Mobile Fort,480,4,ArtifactCreature,Wall,Defender (This creature can't attack.) {3}: Mobile Fort gets +3/-1 until end of turn and can attack this turn as though it didn't have defender. Activate this ability only once each turn.,0,6
Kor Skyfisher,481,2,Creature,KorSoldier,"Flying When Kor Skyfisher enters the battlefield, return a permanent you control to its owner's hand.",2,3
Alter Reality,482,2,Instant,None,Change the text of target spell or permanent by replacing all instances of one color word with another. (This effect lasts indefinitely.) Flashback {1}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),-999,-999
Crested Sunmare,483,5,Creature,Horse,"Other Horses you control have indestructible. At the beginning of each end step, if you gained life this turn, create a 5/5 white Horse creature token.",5,5
Distract the Hydra,484,0,Sorcery,None,Each player may sacrifice a creature. Each player who sacrificed a creature this way chooses a Head and taps it. Each player who didn't sacrifice a creature loses 3 life.,-999,-999
Stuffy Doll Avatar,485,0,Vanguard,None,"{0}: If damage would be dealt to you this turn by a source of your choice, prevent that damage. Stuffy Doll Avatar deals damage to you and target opponent or planeswalker equal to half the damage prevented this way, rounded up. Activate this ability only once each turn.",-999,-999
Perimeter Captain,486,1,Creature,HumanSoldier,"Defender Whenever a creature you control with defender blocks, you may gain 2 life.",0,4
Sengir Autocrat,487,4,Creature,Human,"When Sengir Autocrat enters the battlefield, create three 0/1 black Serf creature tokens. When Sengir Autocrat leaves the battlefield, exile all Serf tokens.",2,2
Stingerfling Spider,488,5,Creature,Spider,"Reach When Stingerfling Spider enters the battlefield, you may destroy target creature with flying.",2,5
Finest Hour,489,5,Enchantment,None,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.) Whenever a creature you control attacks alone, if it's the first combat phase of the turn, untap that creature. After this phase, there is an additional combat phase.",-999,-999
